publish,ID,type_01,@icon,@icon_bg,@divider,initiative,name,variant,cd_duration,@effect_01,@effect_02,major,@spending_icon_01,spending_text_01,@spending_icon_02,spending_text_02,@spending_icon_03,spending_text_03,minor
x,a193,Ranged,/images/piercingmissile-icon.png,/images/piercingmissile-icon-bg.png,/images/basicvariant-divider.png,2,Piercing Missile,Basic Variant,3,,,"Ranged Attack, add (Blessing Die) (Blessing Die).",/images/plus-icon.png,Hit a third enemy that is adjacent to but further away than your second target.,/images/plus-icon.png,Hit a second enemy that is adjacent to but further away than your first target.,,,Ranged Attack (gain +2 range)
x,a194,Ranged,/images/piercingmissile-icon.png,/images/piercingmissile-icon-bg.png,/images/alphavariant-divider.png,5,Piercing Missile,Alpha Variant,3,,,"Ranged Attack, add (Enhancement Die).",/images/plus-icon.png,Hit two more enemies that are further away than your first target but within range 3 of it.,,,,,Ranged Attack (gain +2 range)
x,a195,Ranged,/images/piercingmissile-icon.png,/images/piercingmissile-icon-bg.png,/images/betavariant-divider.png,2,Piercing Missile,Beta Variant,3,,,"Ranged Attack, add (Power Die).",/images/plus-icon.png,Hit a second enemy that is adjacent to but further away than your first target.,,,,,Ranged Attack (gain +2 range)
x,a196,Ranged,/images/quickshot-icon.png,/images/quickshot-icon-bg.png,/images/basicvariant-divider.png,6,Quickshot,Basic Variant,1,,,"Ranged Attack, add (Blessing Die).    The range of this attack is reduced by 2.",,,,,,,Ranged Attack  Move (2) (gain Slippery)
x,a197,Ranged,/images/quickshot-icon.png,/images/quickshot-icon-bg.png,/images/alphavariant-divider.png,6,Quickshot,Alpha Variant,2,,,"Ranged Attack, add (Blessing Die) (Blessing Die).    The range of this attack is limited to 5.",,,,,,,Ranged Attack  Move (2) (gain Slippery)
x,a198,Ranged,/images/quickshot-icon.png,/images/quickshot-icon-bg.png,/images/betavariant-divider.png,6,Quickshot,Beta Variant,4,,,"Melee Attack.    Move (3) (gain Slippery).    Ranged Attack, add (Blessing Die).",/images/plus-icon.png,+1 Power.,,,,,"Move (2) (gain Slippery)  Attack, add (Cursed Die)."
x,a199,Ranged,/images/steadyaim-icon.png,/images/steadyaim-icon-bg.png,/images/basicvariant-divider.png,2,Steady Aim,Basic Variant,3,,,"Ranged Attack, add (Enhancement Die).    The range of this attack is doubled.",/images/plus-icon.png,+1 Power.,/images/plus-icon.png,Cause Bleed (2).,,,"Ranged Attack, add (Blessing Die)."
x,a200,Ranged,/images/steadyaim-icon.png,/images/steadyaim-icon-bg.png,/images/alphavariant-divider.png,2,Steady Aim,Alpha Variant,3,,,"Ranged Attack, add (Enhancement Die).  Additionally add (Power Die) if you performed a minor action this turn.  The range of this attack is doubled.",/images/plus-icon.png,+2 Power.,/images/plus-icon.png,Cause Bleed (2).,,,"Ranged Attack, add (Blessing Die)."
x,a201,Ranged,/images/steadyaim-icon.png,/images/steadyaim-icon-bg.png,/images/betavariant-divider.png,3,Steady Aim,Beta Variant,2,,,"Ranged Attack, add (Enhancement Die).    For this attack, you don't need a line of sight to your target.  The range of this attack is doubled.",/images/plus-icon.png,+1 Power.,/images/plus-icon.png,Cause Bleed (2).,,,"Ranged Attack, add (Blessing Die)."
x,a202,Spell,/images/beamofdestruction-icon.png,/images/beamofdestruction-icon-bg.png,/images/basicvariant-divider.png,3,Beam Of Destruction,Basic Variant,1,,,"Treat this spell like a ranged attack with a range of 5, using your spellcasting dice pool.",/images/plus-icon.png,+1 Power.,,,,,"Attack an enemy within range 5 using your spellcasting dice pool, add (Cursed Die) (Cursed Die)."
x,a203,Spell,/images/beamofdestruction-icon.png,/images/beamofdestruction-icon-bg.png,/images/alphavariant-divider.png,4,Beam Of Destruction,Alpha Variant,1,,,"Treat this spell like a ranged attack with a range of 5, using your spellcasting dice pool.",/images/star-icon.png,Cause Weaken.,/images/plus-icon.png,+1 Power or cause Bleed (2).,/images/plus-icon.png,+1 Power.,"Attack an enemy within range 5 using your spellcasting dice pool, add (Cursed Die)."
x,a204,Spell,/images/beamofdestruction-icon.png,/images/beamofdestruction-icon-bg.png,/images/betavariant-divider.png,3,Beam Of Destruction,Beta Variant,1,,,"Treat this spell like a ranged attack with a range of 7, using your spellcasting dice pool.",/images/star-icon.png,Immediately repeat this ability for free (max. two times per round).,/images/plus-icon.png,+1 Power.,,,"Attack an enemy within range 5 using your spellcasting dice pool, add (Cursed Die) (Cursed Die)."
x,a205,Spell,/images/blessingofspeed-icon.png,/images/blessingofspeed-icon-bg.png,/images/basicvariant-divider.png,5,Blessing Of Speed,Basic Variant,2,/images/interrupt.png,,##Interrupt(end_int)  ##Spellcasting(1+)  Move yourself or an ally within range 6 by 2 squares.,/images/plus-icon.png,The target gains Nimble.,/images/plus-icon.png,Move the target by +1 square.,,,Move (4)
x,a206,Spell,/images/blessingofspeed-icon.png,/images/blessingofspeed-icon-bg.png,/images/alphavariant-divider.png,5,Blessing Of Speed,Alpha Variant,2,/images/interrupt.png,,##Interrupt(end_int)  ##Spellcasting(1+)  Move yourself or an ally within range 6 by 2 squares.,/images/plus-icon.png,The target gains Nimble and Slippery.,/images/plus-icon.png,Move the target by +2 squares.,,,Move (4)
x,a207,Spell,/images/blessingofspeed-icon.png,/images/blessingofspeed-icon-bg.png,/images/betavariant-divider.png,5,Blessing Of Speed,Beta Variant,3,/images/interrupt.png,,##Interrupt(end_int)  ##Spellcasting(1+)  Move up to three heroes (you may choose yourself) within range 6 by 2 squares.,/images/doubleplus-icon.png,The targets gain Nimble.,/images/doubleplus-icon.png,Move each target by +1 square.,,,Move (4)
x,a208,Spell,/images/bloodsorcery-icon.png,/images/bloodsorcery-icon-bg.png,/images/basicvariant-divider.png,3,Blood Sorcery,Basic Variant,1,,,"A hero within range 5 (or you) suffers a scratch.    Treat this spell like a ranged attack with a range 5, using your spellcasting dice pool.",/images/plus-icon.png,+1 Power.,/images/plus-icon.png,Cause Bleed (2).,,,Transfer a scratch from one hero to another.  Move (3)
x,a209,Spell,/images/bloodsorcery-icon.png,/images/bloodsorcery-icon-bg.png,/images/alphavariant-divider.png,4,Blood Sorcery,Alpha Variant,2,,,"A hero within range 5 (or you) suffers 2 scratches.    Treat this spell like a ranged attack with a range 5, using your spellcasting dice pool.",/images/star-icon.png,Hit a second enemy within range.,/images/plus-icon.png,+4 Power.,/images/plus-icon.png,Cause Bleed (2).,Transfer a scratch from one hero to another.  Move (3)
x,a210,Spell,/images/bloodsorcery-icon.png,/images/bloodsorcery-icon-bg.png,/images/betavariant-divider.png,1,Blood Sorcery,Beta Variant,4,,,"##Spellcasting(1+)  Remove a Bleed token from an enemy within range 5, then play two cards from your handor remove 2 scratches from a hero within range 5.",,,,,,,Transfer a scratch from one hero to another.  Move (3)
x,a211,Spell,/images/bonesoffate-icon.png,/images/bonesoffate-icon-bg.png,/images/basicvariant-divider.png,4,Bones Of Fate,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, you may grant allies a re-roll on any (Blessing Die), (Cursed Die) or (Enhancement Die).  For each die re-rolled, you suffer a scratch.",/images/plus-icon.png,Duration +1.,/images/plus-icon.png,Duration +1.,,,Grant yourself and an ally one re-roll each on a (Blessing Die) or (Enhancement Die) during this round.
x,a212,Spell,/images/bonesoffate-icon.png,/images/bonesoffate-icon-bg.png,/images/alphavariant-divider.png,4,Bones Of Fate,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, you may grant allies a re-roll on any (Blessing Die), (Cursed Die) or (Enhancement Die).  For each die re-rolled, you suffer a scratch.",/images/plus-icon.png,May also grant re-rolls on (Standard Die).,/images/plus-icon.png,Duration +1.,,,Grant yourself and an ally one re-roll each on a (Blessing Die) or (Enhancement Die) during this round.
x,a213,Spell,/images/bonesoffate-icon.png,/images/bonesoffate-icon-bg.png,/images/betavariant-divider.png,6,Bones Of Fate,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, you may grant allies a re-roll on any (Blessing Die), (Cursed Die) or (Enhancement Die).  For each die re-rolled, you suffer a scratch.",/images/plus-icon.png,"Instead of suffering a scratch, you may reduce the duration by 1.",/images/plus-icon.png,Duration +1.,/images/plus-icon.png,Duration +1.,Grant yourself and an ally one re-roll each on a (Blessing Die) or (Enhancement Die) during this round.
x,a214,Spell,/images/boonofprotection-icon.png,/images/boonofprotection-icon-bg.png,/images/basicvariant-divider.png,6,Boon Of Protection,Basic Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself). Reduce the duration of all incoming negative effects by 1.,/images/plus-icon.png,Duration +1.,,,,,Reduce the duration of any one ongoing negative effect by 1.
x,a215,Spell,/images/boonofprotection-icon.png,/images/boonofprotection-icon-bg.png,/images/alphavariant-divider.png,6,Boon Of Protection,Alpha Variant,4,/images/interrupt.png,,"##Interrupt(end_int)  ##Spellcasting(2+)  You may change the result of a just rolled event die by up to two points, up or down.",,,,,,,Reduce the duration of any one ongoing negative effect by 1.
x,a216,Spell,/images/boonofprotection-icon.png,/images/boonofprotection-icon-bg.png,/images/betavariant-divider.png,6,Boon Of Protection,Beta Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself). Reduce the duration of all incoming negative effects by 2.,/images/star-icon.png,Duration +1.,/images/plus-icon.png,Duration +1.,,,Reduce the duration of any one ongoing negative effect by 1.
x,a217,Spell,/images/chainlightning-icon.png,/images/chainlightning-icon-bg.png,/images/basicvariant-divider.png,1,Chain Lightning,Basic Variant,2,,,##Spellcasting(2+)  Select an enemy within range 6 and deal one wound.,/images/plus-icon.png,Select a third target within range 3 of the second one.,/images/plus-icon.png,Select a second target within range 3 of the first one.,,,Deal a wound against up to two enemies within range 5 that have a defense of 2 or less.
x,a218,Spell,/images/chainlightning-icon.png,/images/chainlightning-icon-bg.png,/images/alphavariant-divider.png,3,Chain Lightning,Alpha Variant,2,,,##Spellcasting(2+)  Select an enemy within range 6 and deal one wound.,/images/star-icon.png,Deal a second wound against one of the targets.,/images/plus-icon.png,Select a third target within range 3 of the second one.,/images/plus-icon.png,Select a second target within range 3 of the first one.,Deal a wound against up to two enemies within range 5 that have a defense of 2 or less.
x,a219,Spell,/images/chainlightning-icon.png,/images/chainlightning-icon-bg.png,/images/betavariant-divider.png,1,Chain Lightning,Beta Variant,2,,,##Spellcasting(2+)  Select an enemy within range 6 and deal one wound.  You can spend any amount of (Plus) to hit one additional target each within range 2 of the previous one.,/images/star-icon.png,Cooldown -2.,/images/plus-icon.png,Increase the maximum distance of the bouncing lightnings from 2 to 4.,,,Deal a wound against up to two enemies within range 5 that have a defense of 2 or less.
x,a220,Spell,/images/corpseexplosion-icon.png,/images/corpseexplosion-icon-bg.png,/images/basicvariant-divider.png,3,Corpse Explosion,Basic Variant,3,/images/interrupt.png,,"##Interrupt(end_int)  ##Spellcasting(2+)  If a model just died, you can deal damage to all models adjacent to it. Heroes take a scratch, each enemy takes damage using (Standard Die) (Standard Die).",/images/plus-icon.png,Add (Blessing Die) to the damage.,/images/plus-icon.png,Add (Blessing Die) to the damage.,,,"Attack two enemies within range 5 using only your spellcasting dice pool, adding (Cursed Die) (Cursed Die) (Cursed Die)."
x,a221,Spell,/images/corpseexplosion-icon.png,/images/corpseexplosion-icon-bg.png,/images/alphavariant-divider.png,3,Corpse Explosion,Alpha Variant,3,,,"##Interrupt(end_int)  ##Spellcasting(2+)  If a model just died, you can deal damage to all enemies adjacent to it using (Standard Die) (Standard Die).",/images/plus-icon.png,Add (Blessing Die) to the damage.,/images/plus-icon.png,Add (Blessing Die) to the damage.,,,"Attack two enemies within range 5 using only your spellcasting dice pool, adding (Cursed Die) (Cursed Die) (Cursed Die)."
x,a222,Spell,/images/corpseexplosion-icon.png,/images/corpseexplosion-icon-bg.png,/images/betavariant-divider.png,5,Corpse Explosion,Beta Variant,4,,,"##Interrupt(end_int)  ##Spellcasting(2+)  If a model just died, you can deal damage to all models within range 2 of it. Heroes take a scratch, each enemy takes damage using (Standard Die) (Standard Die).",/images/star-icon.png,Add (Power Die) to the damage.,/images/plus-icon.png,Cause Knockback (2) to all affected models (originating from the targeted square).,/images/plus-icon.png,Add (Blessing Die) to the damage.,"Attack two enemies within range 5 using only your spellcasting dice pool, adding (Cursed Die) (Cursed Die) (Cursed Die)."
x,a223,Spell,/images/curseofthecitadel-icon.png,/images/curseofthecitadel-icon-bg.png,/images/basicvariant-divider.png,5,Curse Of The Citadel,Basic Variant,1,,,##Spellcasting(1+)  Target an enemy within range 6 and cause Dazed.,/images/star-icon.png,Cause Stun.,/images/plus-icon.png,Cause Weaken.,,,Cause Knockback (3) against a model within range 6.
x,a224,Spell,/images/curseofthecitadel-icon.png,/images/curseofthecitadel-icon-bg.png,/images/alphavariant-divider.png,5,Curse Of The Citadel,Alpha Variant,1,,,##Spellcasting(1+)  Target an enemy within range 8 and cause Dazed.,/images/star-icon.png,Cause Stun.,/images/plus-icon.png,Cause Bleed (2) or Knockback (3).,/images/plus-icon.png,Cause Weaken.,Cause Knockback (3) against a model within range 6.
x,a225,Spell,/images/curseofthecitadel-icon.png,/images/curseofthecitadel-icon-bg.png,/images/betavariant-divider.png,6,Curse Of The Citadel,Beta Variant,1,,,##Spellcasting(1+)  Target an enemy within range 6 and cause Dazed.,/images/star-icon.png,Cause Stun.,/images/plus-icon.png,Perform a free melee attack against the target (even if it is not in melee range).,/images/plus-icon.png,Cause Weaken.,Cause Knockback (3) against a model within range 6.
